MSV,Class,Subject
21009354,"['GEO1050 1', 'MAT1076', 'MAT2301 1', 'MAT2303 1']","['MAT2303', 'MAT2301', 'GEO1050', 'MAT1076']"
21009358,"['MAT1090 2', 'MAT1101 3', 'PHI1002 5', 'PHY1100 10', 'PHY1103 17CLCCNH']","['MAT1090', 'PHY1100', 'MAT1101', 'PHY1103', 'PHI1002']"
21009364,"['BIO2045E 3CLCCNS', 'BIO3178 9CLCCNS', 'CHE1081 13CLCCNS', 'GEO1050 4', 'MAT1101 9', 'MAT1192 7CLCCNS']","['GEO1050', 'BIO3178', 'BIO2045E', 'MAT1192', 'MAT1101', 'CHE1081']"
21009373,"['BIO2045E 1CLCCNS', 'BIO2403E 7CLCCNS', 'BIO3178 1CLCCNS', 'CHE1081 11CLCCNS', 'GEO1050 5', 'MAT1192 5CLCCNS']","['GEO1050', 'BIO2403E', 'BIO3178', 'BIO2045E', 'MAT1192', 'CHE1081']"
21009376,"['CHE1081 10', 'EVS2302 2', 'EVS3244 2', 'MAT1092 7', 'MAT1101 11', 'PHY1100 1']","['EVS3244', 'EVS2302', 'PHY1100', 'MAT1092', 'MAT1101', 'CHE1081']"
21009378,"['CHE1080 3', 'GEO2300 4', 'MAT1091 3', 'PHY1100 8']","['PHY1100', 'GEO2300', 'MAT1091', 'CHE1080']"
21009381,"['HIS1056 2', 'MAT2317 5CLCMTKHTT', 'MAT2502 5CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT', 'PHI1002 3', 'PHY1100 11']","['MAT3504', 'PHY1100', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502', 'PHI1002', 'HIS1056']"
21009385,"['CHE1052 4CLCHD', 'GEO1050 4', 'HIS1056 3', 'MAT1092 10CLCHD', 'PHY1103 18CLCHD']","['GEO1050', 'MAT1092', 'CHE1052', 'PHY1103', 'HIS1056']"
21009398,"['GEO1050 6', 'GLO2038 1', 'MAT1101 13', 'MAT1192 1', 'MNS1052', 'PEC1008 1', 'PEC1008 10', 'PEC1008 11', 'PEC1008 12', 'PEC1008 13', 'PEC1008 14', 'PEC1008 15', 'PEC1008 16', 'PEC1008 17', 'PEC1008 18', 'PEC1008 2', 'PEC1008 3', 'PEC1008 4', 'PEC1008 5', 'PEC1008 6', 'PEC1008 7', 'PEC1008 8', 'PEC1008 9', 'PES1005 1', 'PES1005 2', 'PES1005 3', 'PES1005 4', 'PES1015 1', 'PES1015 10', 'PES1015 3', 'PES1015 4', 'PES1015 5', 'PES1015 6', 'PES1015 7', 'PES1015 8', 'PES1015 9', 'PES1017 1', 'PES1017 2', 'PES1017 3', 'PES1017 4', 'PES1017 5', 'PES1017 6', 'PES1020 1', 'PES1020 3', 'PES1020 7', 'PES1045 1', 'PES1045 2', 'PES1045 3', 'PES1045 4', 'PES1050 1', 'PES1050 2', 'PES1050 3', 'PES1050 4', 'PES1050 5', 'PES1050 6', 'PHY1100 1']","['GLO2038', 'MNS1052', 'PES1017', 'PEC1008', 'PES1015', 'GEO1050', 'PES1020', 'PHY1100', 'MAT1192', 'PES1050', 'MAT1101', 'PES1005', 'PES1045']"
21009428,"['CHE1052 4CLCHD', 'CHE1081 6', 'EVS2302 5CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'GEO1050 6', 'HIS1056 5', 'HIS1056 7', 'MAT1092 10CLCHD', 'MAT1092 6', 'PHI1002 5', 'PHY1103 19CLCHD']","['PHY1103', 'EVS2302', 'GEO1050', 'MAT1092', 'CHE1052', 'EVS3402', 'EVS3403', 'EVS2307', 'CHE1081', 'PHI1002', 'HIS1056']"
21009429,"['MAT2318 2', 'PHY1020 1', 'PHY1108 7', 'PHY2302 6']","['PHY2302', 'PHY1020', 'MAT2318', 'PHY1108']"
21009432,"['BIO3201 4', 'CHE1057 3', 'HIS1056 2', 'MAT1091 1', 'PHY1103 5']","['MAT1091', 'BIO3201', 'CHE1057', 'PHY1103', 'HIS1056']"
21009435,"['BIO2045E 3CLCCNS', 'BIO2403E 6CLCCNS', 'BIO3178 9CLCCNS', 'CHE1081 13CLCCNS', 'HIS1056 9', 'MAT1192 7CLCCNS', 'PHY1108 8QTL', 'PHY1113 1', 'PHY2302 3', 'PHY2306']","['PHY1108', 'BIO2403E', 'PHY2306', 'BIO3178', 'BIO2045E', 'MAT1192', 'PHY2302', 'CHE1081', 'PHY1113', 'HIS1056']"
21009438,"['CHE1081 10', 'EVS2302 1', 'MAT1092 2', 'MAT1101 11', 'PHY1103 3']","['PHY1103', 'EVS2302', 'MAT1092', 'MAT1101', 'CHE1081']"
21009442,"['CHE1080 1', 'GEO2300 4', 'HIS1056 6', 'MAT1091 3', 'PHY1100 7']","['PHY1100', 'MAT1091', 'CHE1080', 'GEO2300', 'HIS1056']"
21009446,"['BIO2045E 1CLCCNS', 'BIO2403E 3CLCCNS', 'BIO3178 5CLCCNS', 'CHE1081 12CLCCNS', 'MAT1092 5']","['BIO2403E', 'BIO3178', 'MAT1092', 'BIO2045E', 'CHE1081']"
21009448,"['CHE1052 3CLCCNH', 'MAT1092 9CLCCNH', 'MAT1101 11', 'PHY1103 17CLCCNH']","['MAT1092', 'CHE1052', 'PHY1103', 'MAT1101']"
21009466,"['CHE1081 7', 'EVS2302 5CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'MAT1092 6', 'PHY1100E CLCCNKTMT']","['EVS2302', 'PHY1100E', 'MAT1092', 'EVS3402', 'EVS3403', 'EVS2307', 'CHE1081']"
21009471,"['BIO2045E 2CLCCNS', 'BIO3178 4CLCCNS', 'CHE1081 12CLCCNS', 'GEO1050 6', 'HIS1001 1', 'HIS1056 2', 'MAT1092 1', 'MAT1101 6', 'PHI1002 5', 'PHY1103 10', 'POL1001 6']","['PHY1103', 'GEO1050', 'POL1001', 'BIO3178', 'BIO2045E', 'MAT1092', 'MAT1101', 'HIS1001', 'CHE1081', 'PHI1002', 'HIS1056']"
21009472,"['CHE1052 2CLCCNH', 'MAT1092 9CLCCNH', 'PHY1103 17CLCCNH']","['MAT1092', 'CHE1052', 'PHY1103']"
21009476,"['BIO3178 5CLCCNS', 'CHE1081 12CLCCNS', 'MAT1192 7CLCCNS']","['MAT1192', 'CHE1081', 'BIO3178']"
21009485,"['HMO2021', 'HMO2106', 'MAT1092 3', 'PHY1020 1', 'PHY1103 3']","['PHY1020', 'HMO2021', 'HMO2106', 'MAT1092', 'PHY1103']"
21009486,"['CHE1052 4CLCHD', 'GEO1050 2', 'HIS1056 7', 'MAT1092 10CLCHD', 'PHY1103 18CLCHD']","['GEO1050', 'MAT1092', 'CHE1052', 'PHY1103', 'HIS1056']"
21009489,"['BIO3263 TNS', 'CHE1081 15TNS', 'HIS1056 6', 'MAT1292 2TNS', 'PHY1161 1CTĐB']","['MAT1292', 'PHY1161', 'BIO3263', 'CHE1081', 'HIS1056']"
21009499,"['PHY1020 1', 'PHY1108 6', 'PHY2302 2', 'PHY2500 1']","['PHY2302', 'PHY1020', 'PHY2500', 'PHY1108']"
21009503,"['GEO2300 2', 'GEO3237', 'GEO3249', 'HIS1001 11', 'MAT1091 8', 'PHY1100 1']","['GEO3237', 'MAT1091', 'PHY1100', 'GEO3249', 'HIS1001', 'GEO2300']"
21009535,"['CHE1081 10', 'EVS2302 2', 'EVS3245 1', 'MAT1092 6', 'PHI1002 3', 'PHY1100 12']","['EVS2302', 'PHY1100', 'MAT1092', 'CHE1081', 'PHI1002', 'EVS3245']"
21009538,"['BIO2202 5', 'CHE1081 4', 'HIS1056 6', 'MAT1101 1', 'PHY1103 10']","['PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'HIS1056']"
21009543,"['CHE1052 3CLCCNH', 'GEO1050 2', 'MAT1092 8CLCCNH', 'PHI1002 12', 'PHY1103 19CLCHD']","['GEO1050', 'MAT1092', 'CHE1052', 'PHY1103', 'PHI1002']"
21009555,"['HIS1056 7', 'MAT1076', 'MAT2301 2', 'MAT2303 2']","['MAT2303', 'MAT2301', 'MAT1076', 'HIS1056']"
21009557,"['EVS3244 2', 'MAT1101 3']","['EVS3244', 'MAT1101']"
21009564,"['PHY1020 2', 'PHY1113 1', 'PHY2304 1']","['PHY1020', 'PHY1113', 'PHY2304']"
21009590,"['CHE1080 4', 'GEO2300 4', 'GEO2320 1', 'GEO3263', 'HIS1056 4', 'MAT1091 4', 'PHY1100 7']","['MAT1091', 'CHE1080', 'PHY1100', 'GEO2300', 'HIS1056', 'GEO3263', 'GEO2320']"
21009594,"['BIO3201 1', 'CHE1057 4', 'HIS1056 1', 'MAT1091 3', 'PHY1103 2']","['MAT1091', 'BIO3201', 'CHE1057', 'PHY1103', 'HIS1056']"
21009600,"['BIO2202 7', 'CHE1081 12CLCCNS', 'MAT1101 6', 'PHI1002 4', 'PHY1020 4CTĐB', 'PHY1070 1', 'PHY1070 2', 'PHY1100 7', 'PHY1103 5']","['PHY1020', 'PHY1103', 'PHY1070', 'PHY1100', 'BIO2202', 'MAT1101', 'CHE1081', 'PHI1002']"
21009609,"['BIO2202 7', 'CHE1080 5', 'CHE1081 8', 'HIS1056 3', 'HIS1056 5', 'MAT1101 10', 'PHY1020 1', 'PHY1103 3', 'PHY1108 8QTL', 'PHY1113 2', 'PHY2302 8TNL']","['PHY1020', 'PHY1103', 'PHY1108', 'CHE1080', 'PHY2302', 'BIO2202', 'MAT1101', 'CHE1081', 'PHY1113', 'HIS1056']"
21009616,"['BIO2202 4', 'EVF2007 1', 'EVF2032', 'MAT1101 9', 'PHY1103 1']","['EVF2032', 'EVF2007', 'BIO2202', 'MAT1101', 'PHY1103']"
21009618,"['CHE1052 2CLCCNH', 'HIS1056 9', 'MAT1092 8CLCCNH', 'MAT1101 13', 'PHI1002 3', 'PHY1103 16CLCCNH']","['MAT1092', 'CHE1052', 'MAT1101', 'PHY1103', 'PHI1002', 'HIS1056']"
21009620,"['MAT2318 2', 'PHI1002 12', 'PHY1020 1', 'PHY1108 7', 'PHY2302 6']","['PHY1020', 'PHY1108', 'PHY2302', 'PHI1002', 'MAT2318']"
21009623,"['HIS1056 1', 'PHI1002 12', 'PHY1020 4CTĐB', 'PHY1070 1', 'PHY1070 2', 'PHY1108 2', 'PHY1113 1', 'PHY2302 4']","['PHY1020', 'PHY1108', 'PHY1070', 'PHY2302', 'PHI1002', 'PHY1113', 'HIS1056']"
21009637,"['GEO1050 3', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT']","['GEO1050', 'MAT3504', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502']"
21009640,"['CHE1052 5CLCHD', 'GEO1050 2', 'MAT1092 11CLCHD', 'PHY1103 19CLCHD']","['MAT1092', 'CHE1052', 'PHY1103', 'GEO1050']"
21009641,"['CHE1052 2CLCCNH', 'GEO1050 6', 'MAT1092 9CLCCNH', 'PHY1103 17CLCCNH']","['MAT1092', 'CHE1052', 'PHY1103', 'GEO1050']"
21009652,"['CHE1052 3CLCCNH', 'MAT1092 9CLCCNH', 'PHY1020 4CTĐB', 'PHY1070 1', 'PHY1070 2', 'PHY1103 17CLCCNH']","['PHY1020', 'PHY1070', 'MAT1092', 'CHE1052', 'PHY1103']"
21009653,"['GEO1050 6', 'PHY1108 1', 'PHY1113 2', 'PHY2302 3']","['PHY2302', 'GEO1050', 'PHY1108', 'PHY1113']"
21009663,"['BIO2045E 3CLCCNS', 'BIO2403E 9CLCCNS', 'BIO3178 7CLCCNS', 'CHE1080 1', 'CHE1081 13CLCCNS', 'GEO2300 2', 'HIS1056 4', 'MAT1091 4', 'MAT1192 7CLCCNS', 'PHY1100 11']","['BIO2403E', 'MAT1091', 'PHY1100', 'BIO3178', 'BIO2045E', 'MAT1192', 'HIS1056', 'GEO2300', 'CHE1081', 'CHE1080']"
21009669,"['MAT1092 5', 'MAT1101 11', 'PHY1103 7', 'PHY1104 11', 'PHY1104 12', 'PHY1104 14', 'PHY1104 3', 'PHY1104 5', 'PHY1104 6', 'PHY1104 7', 'PHY1104 8']","['MAT1092', 'PHY1104', 'PHY1103', 'MAT1101']"
21009671,"['CHE1077 TNH', 'CHE1099E 1TNH', 'CHE2110 2TNH', 'GEO1050 5', 'MAT1292 1TNH', 'PHY1161 1CTĐB']","['CHE2110', 'CHE1077', 'GEO1050', 'MAT1292', 'CHE1099E', 'PHY1161']"
21009672,"['CHE1052 3CLCCNH', 'MAT1092 9CLCCNH', 'PHY1020 4CTĐB', 'PHY1070 1', 'PHY1070 2', 'PHY1103 17CLCCNH']","['PHY1020', 'PHY1070', 'MAT1092', 'CHE1052', 'PHY1103']"
21009674,"['CHE1052 3CLCCNH', 'HIS1056 1', 'MAT1092 10CLCHD', 'PHY1103 19CLCHD']","['MAT1092', 'CHE1052', 'PHY1103', 'HIS1056']"
21009675,"['PHY1020 1', 'PHY1108 2']","['PHY1020', 'PHY1108']"
21009683,"['CHE1052 3CLCCNH', 'GEO1050 5', 'MAT1092 10CLCHD', 'PHI1002 6', 'PHY1103 19CLCHD']","['GEO1050', 'MAT1092', 'CHE1052', 'PHY1103', 'PHI1002']"
21009692,"['PHI1002 3', 'PHY1020 1', 'PHY1108 6', 'PHY2302 7', 'PHY2304 5', 'PHY2500 3', 'PHY3302']","['PHY1020', 'PHY1108', 'PHY3302', 'PHY2302', 'PHY2500', 'PHY2304', 'PHI1002']"
21009695,"['CHE1052 2CLCCNH', 'GEO1050 2', 'HIS1056 9', 'MAT1092 8CLCCNH', 'PHI1002 6', 'PHY1103 16CLCCNH']","['GEO1050', 'MAT1092', 'CHE1052', 'PHY1103', 'PHI1002', 'HIS1056']"
21009702,"['HIS1056 6', 'MAT2502 1', 'PHY1100 12']","['MAT2502', 'PHY1100', 'HIS1056']"
21009704,"['MAT2502 1', 'MAT3500 1', 'PHY1100 9']","['MAT2502', 'PHY1100', 'MAT3500']"
21009707,"['CHE1081 3', 'EVS2302 1', 'EVS3245 2', 'HIS1056 9', 'MAT1092 7', 'PHY1020 2', 'PHY1100 4']","['PHY1020', 'EVS2302', 'PHY1100', 'MAT1092', 'EVS3245', 'CHE1081', 'HIS1056']"
21009725,"['GEO2300 3', 'GEO2400 1', 'GEO2404 2', 'GEO2405', 'GEO3000', 'GEO3402 1', 'MAT1091 5', 'POL1001 5']","['GEO2400', 'GEO3000', 'MAT1091', 'POL1001', 'GEO3402', 'GEO2405', 'GEO2404', 'GEO2300']"
21009727,"['GEO2300 2', 'GEO3237', 'GEO3249', 'HIS1056 6', 'MAT1091 10', 'PHY1100 13', 'POL1001 10']","['GEO3237', 'MAT1091', 'PHY1100', 'POL1001', 'GEO3249', 'GEO2300', 'HIS1056']"
21009731,"['PHY1020 3', 'PHY1108 6', 'PHY1113 5', 'PHY2302 4']","['PHY2302', 'PHY1020', 'PHY1108', 'PHY1113']"
21009742,"['CHE1081 5', 'EVS2302 1', 'EVS3245 2', 'MAT1092 6', 'MAT1101 11', 'PHY1100 12', 'PHY1103 2']","['PHY1103', 'EVS2302', 'PHY1100', 'MAT1092', 'MAT1101', 'CHE1081', 'EVS3245']"
21009745,"['CHE1081 13CLCCNS', 'HIS1056 9', 'MAT1090 1', 'MAT1091 1', 'PHI1002 4', 'PHY1103 1']","['PHY1103', 'MAT1090', 'MAT1091', 'CHE1081', 'PHI1002', 'HIS1056']"
21009760,"['BIO2202 2', 'CHE1081 6', 'HIS1056 6', 'MAT1101 1', 'PHY1103 10']","['PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'HIS1056']"
21009764,"['CHE1095E TTH', 'CHE1096 1', 'CHE1096 10CLCHD', 'CHE1096 11CLCHD', 'CHE1096 12CLCHD', 'CHE1096 13CLCHD', 'CHE1096 14CLCHD', 'CHE1096 15TNH', 'CHE1096 16TTH', 'CHE1096 17TTH', 'CHE1096 18TTH', 'CHE1096 19TTH', 'CHE1096 2', 'CHE1096 3', 'CHE1096 4CLCCNH', 'CHE1096 5CLCCNH', 'CHE1096 6CLCCNH', 'CHE1096 7CLCCNH', 'CHE1096 8CLCCNH', 'CHE1096 9CLCCNH', 'CHE1099E 2TTH', 'CHE1101E 1TNH', 'CHE1101E 2TTH', 'HIS1056 2', 'MAT1092 12TTH', 'PHI1002 12', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL']","['PHY2000', 'MAT1092', 'CHE1095E', 'CHE1096', 'CHE1099E', 'CHE1101E', 'PHY1161', 'PHY2000E', 'PHI1002', 'HIS1056']"
21009773,"['GEO3209', 'GEO3210 1', 'GEO3210 2', 'MAT1091 1']","['GEO3209', 'MAT1091', 'GEO3210']"
21009787,"['CHE1081 1', 'EVS2302 5CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'MAT1092 3', 'PHY1100E CLCCNKTMT']","['EVS2302', 'PHY1100E', 'MAT1092', 'EVS3402', 'EVS3403', 'EVS2307', 'CHE1081']"
21009817,"['PHY1020 2', 'PHY1108 2', 'PHY1113 6', 'PHY2302 2']","['PHY2302', 'PHY1020', 'PHY1108', 'PHY1113']"
21009820,"['CHE1095E TTH', 'CHE1096 1', 'CHE1096 10CLCHD', 'CHE1096 11CLCHD', 'CHE1096 12CLCHD', 'CHE1096 13CLCHD', 'CHE1096 14CLCHD', 'CHE1096 15TNH', 'CHE1096 16TTH', 'CHE1096 17TTH', 'CHE1096 18TTH', 'CHE1096 19TTH', 'CHE1096 2', 'CHE1096 3', 'CHE1096 4CLCCNH', 'CHE1096 5CLCCNH', 'CHE1096 6CLCCNH', 'CHE1096 7CLCCNH', 'CHE1096 8CLCCNH', 'CHE1096 9CLCCNH', 'CHE1099E 2TTH', 'CHE1101E 1TNH', 'CHE1101E 2TTH', 'CHE2110E TTH', 'CHE2113 2TTH', 'HIS1056 1', 'MAT1092 12TTH', 'PHI1002 1', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL']","['PHY2000', 'MAT1092', 'CHE1095E', 'CHE1096', 'CHE1099E', 'CHE2113', 'PHY1161', 'PHY2000E', 'CHE2110E', 'HIS1056', 'PHI1002', 'CHE1101E']"
21009822,"['BIO2045E 3CLCCNS', 'BIO2403E 4CLCCNS', 'BIO3178 9CLCCNS', 'CHE1081 13CLCCNS', 'MAT1192 7CLCCNS']","['BIO2403E', 'BIO3178', 'BIO2045E', 'MAT1192', 'CHE1081']"
21009830,"['CHE1081 2', 'HIS1001 2', 'MAT1091 4', 'PHY1103 12']","['HIS1001', 'PHY1103', 'CHE1081', 'MAT1091']"
21009837,"['GEO2300 3', 'GEO2400 2', 'GEO2404 1', 'GEO3402 1', 'MAT1091 7']","['GEO2400', 'MAT1091', 'GEO3402', 'GEO2404', 'GEO2300']"
21009845,"['BIO3400E 1QTS', 'CHE1081 14QTS', 'HIS1056 6', 'MAT1192 8QTS', 'PHY1103 15QTS']","['BIO3400E', 'PHY1103', 'MAT1192', 'CHE1081', 'HIS1056']"
21009847,"['BIO2202 4', 'CHE1081 4', 'HIS1056 7', 'MAT1101 3', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1103 6']","['PHI1006', 'PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'PHI1002', 'HIS1056']"
21009849,"['CHE1095E TTH', 'CHE1096 1', 'CHE1096 10CLCHD', 'CHE1096 11CLCHD', 'CHE1096 12CLCHD', 'CHE1096 13CLCHD', 'CHE1096 14CLCHD', 'CHE1096 15TNH', 'CHE1096 16TTH', 'CHE1096 17TTH', 'CHE1096 18TTH', 'CHE1096 19TTH', 'CHE1096 2', 'CHE1096 3', 'CHE1096 4CLCCNH', 'CHE1096 5CLCCNH', 'CHE1096 6CLCCNH', 'CHE1096 7CLCCNH', 'CHE1096 8CLCCNH', 'CHE1096 9CLCCNH', 'CHE1099E 2TTH', 'CHE1101E 1TNH', 'CHE1101E 2TTH', 'HIS1056 1', 'MAT1092 12TTH', 'PHI1002 7', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL']","['PHY2000', 'MAT1092', 'CHE1095E', 'CHE1096', 'CHE1099E', 'CHE1101E', 'PHY1161', 'PHY2000E', 'PHI1002', 'HIS1056']"
21009851,"['BIO2202 5', 'CHE1081 4', 'HIS1056 6', 'MAT1101 9', 'PHY1020 4CTĐB', 'PHY1070 1', 'PHY1070 2', 'PHY1103 11', 'PHY1106 QTL', 'PHY2302E QTL']","['PHY1020', 'PHY1103', 'PHY1070', 'PHY2302E', 'BIO2202', 'MAT1101', 'PHY1106', 'CHE1081', 'HIS1056']"
21009852,"['BIO2202 6', 'CHE1081 6', 'MAT1101 10', 'PHY1103 10']","['CHE1081', 'PHY1103', 'BIO2202', 'MAT1101']"
21009853,"['CHE1052 5CLCHD', 'GEO1050 1', 'HIS1056 2', 'MAT1092 8CLCCNH', 'PHY1103 14CLCMTKHTT']","['GEO1050', 'MAT1092', 'CHE1052', 'PHY1103', 'HIS1056']"
21009870,"['CHE1080 4', 'GEO2300 1', 'HIS1056 7', 'MAT1091 3', 'PHY1100 12']","['PHY1100', 'MAT1091', 'CHE1080', 'GEO2300', 'HIS1056']"
21009884,"['BIO2045E 1CLCCNS', 'BIO2403E 9CLCCNS', 'BIO3178 1CLCCNS', 'CHE1081 11CLCCNS', 'GEO1050 4', 'HIS1056 5', 'HMO3204', 'MAT1092 7', 'MAT1101 7', 'MAT1192 5CLCCNS', 'PHI1002 12', 'PHY1103 5']","['PHY1103', 'GEO1050', 'BIO2403E', 'HMO3204', 'BIO3178', 'BIO2045E', 'MAT1092', 'MAT1192', 'MAT1101', 'CHE1081', 'PHI1002', 'HIS1056']"
21009892,"['CHE1083', 'MAT1092 2', 'MAT1101 6', 'PHI1002 5', 'PHY1103 7', 'PHY1104 11', 'PHY1104 12', 'PHY1104 14', 'PHY1104 3', 'PHY1104 5', 'PHY1104 6', 'PHY1104 7', 'PHY1104 8']","['MAT1092', 'PHY1104', 'MAT1101', 'CHE1083', 'PHY1103', 'PHI1002']"
21009894,"['HIS1056 2', 'MAT1092 3', 'MAT1101 6', 'PHI1002 7', 'PHY1103 7', 'PHY1104 11', 'PHY1104 12', 'PHY1104 14', 'PHY1104 3', 'PHY1104 5', 'PHY1104 6', 'PHY1104 7', 'PHY1104 8']","['MAT1092', 'PHY1104', 'MAT1101', 'PHY1103', 'PHI1002', 'HIS1056']"
21009897,"['GEO1050 3', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT3504 1', 'MAT3504 2', 'MAT3505 1', 'MAT3505 2', 'MAT3505 3CLCMTKHTT', 'MAT3505 4CLCMTKHTT', 'MAT3505 5CLCMTKHTT', 'MAT3505 6CLCMTKHTT', 'PHY1100 14']","['GEO1050', 'MAT3504', 'PHY1100', 'MAT3500', 'MAT3505', 'MAT2317', 'MAT2502']"
21009901,"['BIO2202 7', 'CHE1081 4', 'HIS1056 4', 'MAT1101 1', 'PHI1002 9', 'PHI1006 1', 'PHI1006 10', 'PHI1006 2', 'PHI1006 3', 'PHI1006 4', 'PHI1006 5', 'PHI1006 6', 'PHI1006 7', 'PHI1006 8', 'PHI1006 9', 'PHY1103 1']","['PHI1006', 'PHY1103', 'BIO2202', 'MAT1101', 'CHE1081', 'PHI1002', 'HIS1056']"
21009913,"['CHE1080 3', 'GEO3209', 'GEO3210 1', 'GEO3210 2', 'MAT1091 2']","['GEO3209', 'MAT1091', 'GEO3210', 'CHE1080']"
21009917,"['CHE1080 3', 'GEO3209', 'GEO3210 1', 'GEO3210 2', 'MAT1091 1', 'PHI1002 12']","['GEO3209', 'MAT1091', 'GEO3210', 'PHI1002', 'CHE1080']"
21009927,"['CHE1095E TTH', 'CHE1096 1', 'CHE1096 10CLCHD', 'CHE1096 11CLCHD', 'CHE1096 12CLCHD', 'CHE1096 13CLCHD', 'CHE1096 14CLCHD', 'CHE1096 15TNH', 'CHE1096 16TTH', 'CHE1096 17TTH', 'CHE1096 18TTH', 'CHE1096 19TTH', 'CHE1096 2', 'CHE1096 3', 'CHE1096 4CLCCNH', 'CHE1096 5CLCCNH', 'CHE1096 6CLCCNH', 'CHE1096 7CLCCNH', 'CHE1096 8CLCCNH', 'CHE1096 9CLCCNH', 'CHE1099E 2TTH', 'CHE1101E 1TNH', 'CHE1101E 2TTH', 'HIS1056 2', 'MAT1092 12TTH', 'PHI1002 12', 'PHY1161 2TTH', 'PHY2000 1', 'PHY2000 2', 'PHY2000 3', 'PHY2000 4TNL', 'PHY2000E QTL']","['PHY2000', 'MAT1092', 'CHE1095E', 'CHE1096', 'CHE1099E', 'CHE1101E', 'PHY1161', 'PHY2000E', 'PHI1002', 'HIS1056']"
21009929,"['CHE1052 2CLCCNH', 'GEO1050 6', 'HIS1056 6', 'MAT1092 9CLCCNH', 'PHY1103 14CLCMTKHTT']","['GEO1050', 'MAT1092', 'CHE1052', 'PHY1103', 'HIS1056']"
21009932,"['GEO2300 3', 'HIS1056 9', 'MAT1092 6', 'PHY1103 5']","['MAT1092', 'HIS1056', 'PHY1103', 'GEO2300']"
21009940,"['CHE1052 2CLCCNH', 'GEO1050 6', 'MAT1092 9CLCCNH', 'MAT1101 11', 'PHY1103 17CLCCNH']","['GEO1050', 'MAT1092', 'CHE1052', 'MAT1101', 'PHY1103']"
21009943,"['PHY1020 3', 'PHY1108 6', 'PHY2302 7', 'PHY2500 2', 'PHY2502 2']","['PHY1020', 'PHY1108', 'PHY2502', 'PHY2302', 'PHY2500']"
21009946,"['CHE1052', 'CHE1054 10', 'CHE1054 11', 'CHE1054 12', 'CHE1054 13', 'CHE1054 14', 'CHE1054 15', 'CHE1054 1CLCHD', 'CHE1054 2CLCHD', 'CHE1054 3CLCHD', 'CHE1054 4CLCHD', 'CHE1054 5CLCCNKTHH', 'CHE1054 9', 'HIS1056 3', 'MAT1092 1', 'MAT1101 9', 'PHY1103 2']","['MAT1092', 'CHE1052', 'CHE1054', 'MAT1101', 'PHY1103', 'HIS1056']"
21009958,"['GEO1050 3', 'MAT2301 4', 'MAT2303 4', 'POL1001 11']","['MAT2301', 'GEO1050', 'POL1001', 'MAT2303']"
21009960,"['CHE1080 1', 'GEO2300 1', 'HIS1056 5', 'MAT1091 5', 'PHY1100 9']","['PHY1100', 'MAT1091', 'CHE1080', 'GEO2300', 'HIS1056']"
21009962,"['CHE1081 1', 'EVS2302 1', 'MAT1092 3', 'PHY1100 13']","['MAT1092', 'CHE1081', 'PHY1100', 'EVS2302']"
